x,y,Rules,class,coverage
7.183125973,6.70335722,179,1,0.028571429
1.057131648,-38.06118011,180,1,0.028571429
-14.78211784,3.084826946,181,2,0.028571429
-12.25075054,-19.23687744,182,1,0.028571429
45.80053329,-0.135761127,183,2,0.685714286
-13.9096489,32.69117737,184,0,1
7.405457973,22.59355736,185,1,0.657142857
-31.90634918,-6.224092007,186,2,0.028571429
12.27031517,6.61939764,187,1,0.028571429
-28.52321243,10.37949657,188,2,0.171428571
3.396801949,-38.62028885,189,1,0.028571429
-10.89157295,-2.627913237,190,1,0.257142857
-11.79324818,-17.97657776,191,1,0.028571429
-19.68803024,0.939191997,192,2,0.057142857
46.59541321,0.547114015,193,2,0.742857143
-12.10839844,33.80545807,194,0,1
10.19311333,33.19263077,195,1,0.914285714
6.421878338,-15.58070374,196,2,0.057142857
7.21468401,6.392059803,197,1,0.028571429
-16.00769424,-19.9313488,198,1,0.028571429
23.41791916,-16.4817009,199,2,0.028571429
-17.63005447,2.883186579,200,2,0.028571429
2.307580471,-39.82934952,201,1,0.028571429
-20.57524109,3.572618484,202,2,0.171428571
34.74176025,7.459102631,203,2,0.714285714
-11.05928707,33.86372757,204,0,1
7.405674458,22.59292793,205,1,0.657142857
-28.99939728,13.61169338,206,2,0.142857143
-23.41200829,1.808873534,207,2,0.057142857
12.27147961,6.619503975,208,1,0.028571429
1.106459498,-38.61829758,209,1,0.028571429
-10.89159203,-2.627913237,210,1,0.257142857
-20.27568245,-0.122794867,211,2,0.057142857
-15.98272133,-19.34971619,212,1,0.028571429
46.59526825,0.548629284,213,2,0.742857143
-10.80425167,33.48992538,214,0,1
-24.79229927,-2.821033478,215,2,0.028571429
7.468131542,23.10796738,216,1,0.685714286
-28.44203949,10.3098774,217,2,0.171428571
2.584618807,-37.78707886,218,1,0.028571429
-10.89157295,-2.627913237,219,1,0.257142857
-11.79324818,-17.97657776,220,1,0.028571429
18.5339222,-13.81657505,221,2,0.057142857
49.6126442,2.74764967,222,2,0.742857143
-15.5853548,40.09802628,223,0,0.885714286
-18.21753883,-5.615049839,224,1,0.085714286
-12.43952656,8.439006805,225,0,0.114285714
9.377197266,28.57827568,226,1,0.828571429
6.421656132,-15.5802412,227,2,0.057142857
-24.01708603,-29.74308777,228,1,0.057142857
23.90780258,-15.02363205,229,2,0.028571429
30.4155407,27.83782768,230,2,0.057142857
2.793582678,-39.84829712,231,1,0.028571429
31.81917572,8.752447128,232,2,0.857142857
-13.68507481,33.81227875,233,0,1
13.49904537,29.74886894,234,1,0.914285714
5.324557304,-14.93971539,235,2,0.057142857
-23.05376625,-29.88397789,236,1,0.057142857
24.16373634,-15.83443069,237,2,0.028571429
-20.65189171,3.583724022,238,2,0.171428571
1.800270915,-37.30427551,239,1,0.028571429
-17.05178452,1.019324303,240,2,0.028571429
34.74171829,7.459059715,241,2,0.714285714
-15.58517551,40.09799194,242,0,0.885714286
-18.21758461,-5.615049362,243,1,0.085714286
9.377196312,28.57827759,244,1,0.828571429
-12.43947124,8.43896389,245,0,0.114285714
6.421652317,-15.58058071,246,2,0.057142857
-23.98499107,-29.51893806,247,1,0.057142857
25.02037621,-16.19513702,248,2,0.028571429
-28.77336121,13.36163235,249,2,0.142857143
3.304639101,-39.9378891,250,1,0.028571429
50.69643021,3.190310955,251,2,0.771428571
-10.80251312,32.47493744,252,0,1
9.430280685,32.64333725,253,1,0.914285714
6.188127041,-12.31036663,254,2,0.057142857
7.171196938,6.381224155,255,1,0.028571429
-12.36960506,-18.87148857,256,1,0.028571429
19.61183739,-15.66453743,257,2,0.028571429
-20.65189362,3.58372426,258,2,0.171428571
3.303057194,-40.33171463,259,1,0.028571429
-17.05159187,1.019263506,260,2,0.028571429
34.74175262,7.459102154,261,2,0.714285714
-13.19021511,31.69412041,262,0,1
7.405683994,22.59293175,263,1,0.657142857
-30.72654915,-6.406585693,264,2,0.028571429
12.26969051,6.619447708,265,1,0.028571429
-28.52315331,10.37940884,266,2,0.171428571
2.261684418,-40.29079819,267,1,0.028571429
-10.89159203,-2.627913237,268,1,0.257142857
-19.9989872,0.456997722,269,2,0.057142857
-13.61970329,-19.02993011,270,1,0.028571429
46.59541321,0.547116697,271,2,0.742857143
-11.60965347,34.43555069,272,0,1
10.06752968,32.58150101,273,1,0.914285714
6.421652317,-15.58058071,274,2,0.057142857
-23.02714348,-29.90392876,275,1,0.057142857
23.97568321,-16.02459717,276,2,0.028571429
30.04528999,27.95279884,277,2,0.057142857
3.899007559,-39.56229019,278,1,0.028571429
31.38223267,8.555181503,279,2,0.857142857
-15.58534336,40.09794617,280,0,0.885714286
-18.21759987,-5.615048885,281,1,0.085714286
9.377197266,28.57827568,282,1,0.828571429
-12.43946648,8.43896389,283,0,0.114285714
-31.28646088,-5.714524269,284,2,0.028571429
10.90027332,6.298025608,285,1,0.028571429
10.39160728,-14.58919239,286,2,0.057142857
-16.00769424,-19.9313488,287,1,0.028571429
30.7699604,28.44956017,288,2,0.057142857
3.576929092,-37.61169434,289,1,0.028571429
31.51657104,8.685611725,290,2,0.857142857
-11.69174862,32.46826935,291,0,1
7.412835121,22.70433044,292,1,0.657142857
-31.90627289,-6.224917889,293,2,0.028571429
12.26315308,6.617282867,294,1,0.028571429
-28.44203949,10.3098774,295,2,0.171428571
2.443603039,-38.09350586,296,1,0.028571429
-16.10549164,-0.393860251,297,1,0.057142857
10.18655682,-11.90520191,298,2,0.028571429
-11.91162395,-2.931600809,299,1,0.228571429
23.97740173,-16.00408554,300,2,0.028571429
49.6126442,2.747640848,301,2,0.742857143
-15.58522034,40.09828568,302,0,0.885714286
-18.21752548,-5.615049839,303,1,0.085714286
-12.43946552,8.43896389,304,0,0.114285714
9.377195358,28.57827377,305,1,0.828571429
-31.6922493,-5.832605839,306,2,0.028571429
-11.79324818,-17.97657776,307,1,0.028571429
6.984025002,6.593750477,308,1,0.028571429
11.96497345,-10.83658886,309,2,0.028571429
-27.15265465,9.882943153,310,2,0.228571429
4.173021317,-38.22117615,311,1,0.028571429
-14.7817297,3.085240364,312,2,0.028571429
45.80039215,-0.135769591,313,2,0.685714286
-11.92391014,31.99829674,314,0,1
9.303181648,32.88070297,315,1,0.914285714
-30.72144508,-6.372067451,316,2,0.028571429
9.722859383,6.100217819,317,1,0.028571429
11.96456146,-10.83656788,318,2,0.028571429
-12.36959171,-18.87162399,319,1,0.028571429
-27.15265274,9.882956505,320,2,0.228571429
1.142055869,-39.80992508,321,1,0.028571429
-14.78192711,3.084629774,322,2,0.028571429
45.80054855,-0.135760471,323,2,0.685714286
-12.26520729,32.98629761,324,0,1
13.49919891,29.75057983,325,1,0.914285714
6.069223404,-13.51025009,326,2,0.057142857
-23.66999626,-30.57507706,327,1,0.057142857
19.61219597,-15.66456604,328,2,0.028571429
4.365853786,-38.90814972,329,1,0.028571429
30.77462387,28.1580162,330,2,0.057142857
31.35487556,8.147001266,331,2,0.857142857
-15.5850668,40.09814072,332,0,0.885714286
-18.21755981,-5.615049839,333,1,0.085714286
-12.43946838,8.43896389,334,0,0.114285714
9.386632919,28.56921005,335,1,0.828571429
5.324557781,-14.93971539,336,2,0.057142857
-24.16956902,-29.95091057,337,1,0.057142857
24.69508171,-15.26166725,338,2,0.028571429
2.813457727,-38.16687012,339,1,0.028571429
30.45026779,28.77292252,340,2,0.057142857
31.54808807,8.702050209,341,2,0.857142857
-13.78720284,32.23637772,342,0,1
9.520166397,32.58362198,343,1,0.914285714
6.421652317,-15.58058071,344,2,0.057142857
-23.98571587,-29.51938629,345,1,0.057142857
23.65570259,-16.62526894,346,2,0.028571429
4.526888371,-38.53408432,347,1,0.028571429
30.80028343,28.36366081,348,2,0.057142857
32.0492897,8.049135208,349,2,0.857142857
-13.85968781,32.88591766,350,0,1
7.405474186,22.5935955,351,1,0.657142857
-28.53188896,13.66829967,352,2,0.142857143
-23.41207886,1.80927217,353,2,0.057142857
12.27123547,6.619385719,354,1,0.028571429
2.125280857,-37.14162445,355,1,0.028571429
-16.32940102,-0.302191705,356,1,0.057142857
-11.07287025,-2.645843267,357,1,0.2
9.955210686,-14.47095776,358,2,0.057142857
-16.00769424,-19.9313488,359,1,0.028571429
49.61264038,2.747649431,360,2,0.742857143
-13.22348118,33.00149918,361,0,1
9.635089874,32.51978683,362,1,0.914285714
-31.28646088,-5.714524269,363,2,0.028571429
12.26590538,6.618500233,364,1,0.028571429
-28.52321434,10.37949657,365,2,0.171428571
4.178733826,-39.87633133,366,1,0.028571429
-19.99899101,0.456997871,367,2,0.057142857
-13.61967659,-19.02994537,368,1,0.028571429
46.59493256,0.547456563,369,2,0.742857143
-15.58508492,40.0983963,370,0,0.885714286
-18.21741867,-5.614945412,371,1,0.085714286
9.386631966,28.56919861,372,1,0.828571429
5.324557781,-14.93971539,373,2,0.057142857
-23.23776245,-30.4102478,374,1,0.057142857
25.00491333,-15.5839262,375,2,0.028571429
-12.43946838,8.43896389,376,0,0.114285714
1.307590961,-39.05484772,377,1,0.028571429
-28.77336121,13.36163235,378,2,0.142857143
50.49093628,3.543018579,379,2,0.771428571
-12.94808674,31.43375778,380,0,1
-24.79137993,-2.820786476,381,2,0.028571429
-16.45829582,-0.343684286,382,1,0.028571429
7.463181496,22.97763443,383,1,0.685714286
-16.08807373,0.211823091,384,1,0.028571429
10.18453979,-11.90461826,385,2,0.028571429
-16.62010193,0.163168773,386,1,0.028571429
-11.85827637,-2.894546032,387,1,0.2
24.9354496,-16.48066711,388,2,0.028571429
-20.65185738,3.583665371,389,2,0.171428571
3.837612867,-40.20908356,390,1,0.028571429
-17.0519371,1.019206166,391,2,0.028571429
34.74171829,7.459101677,392,2,0.714285714
-13.57418537,31.98561287,393,0,1
8.501667976,25.00546837,394,1,0.657142857
-13.91335392,-2.001135111,395,1,0.257142857
6.067513943,-13.51091576,396,2,0.057142857
-23.26046753,-30.42593002,397,1,0.057142857
23.29790115,-16.05807877,398,2,0.028571429
3.078032017,-37.80566788,399,1,0.028571429
-28.69284058,13.82231617,400,2,0.142857143
50.69643021,3.190310955,401,2,0.771428571
-12.61685276,34.52053452,402,0,1
10.2094574,33.1938591,403,1,0.914285714
-30.90256691,-6.779394627,404,2,0.028571429
9.768531799,-12.83488941,405,2,0.028571429
7.171196938,6.381224155,406,1,0.028571429
-26.43508148,10.66291809,407,2,0.171428571
3.632617474,-38.63088608,408,1,0.028571429
-17.63035965,2.883163929,409,2,0.028571429
-22.54610634,2.601439714,410,2,0.057142857
-13.18442726,-19.27188873,411,1,0.028571429
45.80053329,-0.135761037,412,2,0.685714286
-12.30748749,34.53737259,413,0,1
8.50166893,25.00543404,414,1,0.657142857
-13.91335106,-2.001106501,415,1,0.257142857
-31.68945313,-5.830782413,416,2,0.028571429
7.183125973,6.70335722,417,1,0.028571429
10.18649483,-11.90463543,418,2,0.028571429
-13.61977482,-19.02993965,419,1,0.028571429
23.56814766,-16.5917511,420,2,0.028571429
2.401685715,-38.6410675,421,1,0.028571429
30.05131721,27.94415665,422,2,0.057142857
32.13350296,8.449712753,423,2,0.857142857
-12.88524532,33.42873383,424,0,1
7.405456543,22.59363937,425,1,0.657142857
-27.4886055,13.07814121,426,2,0.114285714
-17.63006401,2.883428574,427,2,0.028571429
3.079559088,-39.38554764,428,1,0.028571429
-23.41208076,1.809272051,429,2,0.057142857
12.20025826,6.877084255,430,1,0.028571429
-10.89157295,-2.627913237,431,1,0.257142857
-11.7922287,-17.97562218,432,1,0.028571429
-19.68735695,0.938837469,433,2,0.057142857
46.59493256,0.547607899,434,2,0.742857143
-11.30723381,34.23340225,435,0,1
9.635212898,32.5197525,436,1,0.914285714
-30.90263557,-6.77946806,437,2,0.028571429
9.722874641,6.100217819,438,1,0.028571429
-25.69589424,10.76008511,439,2,0.085714286
-22.71632004,4.068552494,440,2,0.171428571
3.215930462,-37.16240311,441,1,0.028571429
-14.78133965,3.086256266,442,2,0.028571429
-12.25075054,-19.23687744,443,1,0.028571429
45.80054092,-0.135766983,444,2,0.685714286
-11.72409916,32.34657288,445,0,1
13.49904442,29.74886703,446,1,0.914285714
-31.79607201,-5.948996067,447,2,0.028571429
8.352765083,-15.18232918,448,2,0.028571429
-23.18229866,-29.58607864,449,1,0.057142857
24.41262054,-16.76763725,450,2,0.028571429
29.96500015,28.59994507,451,2,0.057142857
3.967102766,-39.0638504,452,1,0.028571429
31.80815697,8.755584717,453,2,0.857142857
-15.58510017,40.09848404,454,0,0.885714286
-18.21759987,-5.615048409,455,1,0.085714286
-12.43946743,8.43896389,456,0,0.114285714
9.377196312,28.57827377,457,1,0.828571429
-30.90263557,-6.77946806,458,2,0.028571429
-11.7922287,-17.97562218,459,1,0.028571429
12.19874859,6.882552147,460,1,0.028571429
18.53409004,-13.81657887,461,2,0.057142857
2.937223911,-37.16588974,462,1,0.028571429
-28.99932098,13.60277557,463,2,0.142857143
50.69643021,3.190310955,464,2,0.771428571
-13.0531292,32.49621964,465,0,1
8.501667023,25.00546265,466,1,0.657142857
-13.91335011,-2.001106501,467,1,0.257142857
6.069223881,-13.51025009,468,2,0.057142857
-24.166996,-29.95515251,469,1,0.057142857
24.44612885,-15.09541512,470,2,0.028571429
1.779830575,-39.26031113,471,1,0.028571429
30.14260674,28.72101974,472,2,0.057142857
32.04319382,8.046941757,473,2,0.857142857
-12.17881107,32.39883804,474,0,1
9.41926384,33.28421021,475,1,0.914285714
5.84278059,-11.78400421,476,2,0.028571429
11.96456909,-10.83656788,477,2,0.028571429
6.983594894,6.493868828,478,1,0.028571429
-27.26252174,9.908843994,479,2,0.228571429
3.018964052,-40.07001114,480,1,0.028571429
-14.78202248,3.083912134,481,2,0.028571429
-12.25075054,-19.23687744,482,1,0.028571429
45.80055237,-0.135760292,483,2,0.685714286
-12.56086445,32.15530777,484,0,1
-24.79225731,-2.821036577,485,2,0.028571429
7.468027115,23.10794067,486,1,0.685714286
-28.44203949,10.3098774,487,2,0.171428571
4.425046921,-39.37429047,488,1,0.028571429
-10.89157295,-2.627913475,489,1,0.257142857
-19.87442589,0.704340994,490,2,0.057142857
-12.36960602,-18.87148857,491,1,0.028571429
46.59519196,0.547374189,492,2,0.742857143
-12.80608559,32.11965179,493,0,1
9.414114952,33.2800293,494,1,0.914285714
-31.87492561,-6.579672813,495,2,0.028571429
12.19874859,6.882552147,496,1,0.028571429
-28.52321243,10.37949657,497,2,0.171428571
2.885522604,-38.83112335,498,1,0.028571429
-19.87442017,0.70432955,499,2,0.057142857
-12.36960506,-18.87148857,500,1,0.028571429
46.59492874,0.547607303,501,2,0.742857143
-15.58508492,40.09767914,502,0,0.885714286
-18.21754837,-5.614942551,503,1,0.085714286
7.261325836,23.82813454,504,1,0.6
-31.42811966,-6.882276058,505,2,0.028571429
12.19874859,6.882552147,506,1,0.028571429
-28.12170601,10.09339142,507,2,0.2
6.790983677,-37.37413406,508,1,0.028571429
-12.43953133,8.439004898,509,0,0.114285714
-11.80060101,-2.958390951,510,1,0.257142857
18.53426361,-13.81657505,511,2,0.057142857
49.18039322,2.446958303,512,2,0.714285714
-13.31954765,34.17343521,513,0,1
-16.64839745,-0.899334788,514,1,0.028571429
-30.92900085,-5.85163641,515,2,0.028571429
11.20929146,29.63486481,516,1,0.914285714
12.26617432,6.618606567,517,1,0.028571429
11.96456909,-10.83656788,518,2,0.028571429
23.33922768,-15.66857052,519,2,0.028571429
30.7449913,28.51939011,520,2,0.057142857
4.171733379,-38.22270203,521,1,0.028571429
31.67914009,7.918213844,522,2,0.857142857
-13.50439167,31.95122719,523,0,1
7.412880421,22.70389557,524,1,0.657142857
-26.97871017,-3.995240688,525,2,0.028571429
7.183125973,6.70335722,526,1,0.028571429
-28.44203949,10.3098774,527,2,0.171428571
3.732095003,-37.88480377,528,1,0.028571429
-11.57500553,-2.90383029,529,1,0.285714286
18.53406715,-13.81657124,530,2,0.057142857
49.61264038,2.747649193,531,2,0.742857143
-11.52483082,33.04619598,532,0,1
13.49920082,29.75058365,533,1,0.914285714
5.324557781,-14.93971539,534,2,0.057142857
-23.25518417,-30.42458916,535,1,0.057142857
23.98731422,-16.07556534,536,2,0.028571429
29.86418343,28.34362221,537,2,0.057142857
1.74423337,-40.30736923,538,1,0.028571429
31.67818069,7.918105602,539,2,0.857142857
-11.37625217,32.42307663,540,0,1
13.49904156,29.74886131,541,1,0.914285714
-30.90262794,-6.779464245,542,2,0.028571429
8.352765083,-15.18232918,543,2,0.028571429
-23.179636,-29.58880424,544,1,0.057142857
24.85655785,-16.52866745,545,2,0.028571429
-28.77323914,13.36059761,546,2,0.142857143
0.598617315,-41.33137512,547,1,0.028571429
50.69643021,3.190310955,548,2,0.771428571
-11.37332916,32.81569672,549,0,1
13.49920082,29.75058746,550,1,0.914285714
-31.68940926,-5.83075285,551,2,0.028571429
6.983465672,6.494206905,552,1,0.028571429
10.18454075,-11.90461826,553,2,0.028571429
-13.6197052,-19.02997208,554,1,0.028571429
19.61192703,-15.66453838,555,2,0.028571429
30.52678871,28.7443943,556,2,0.057142857
0.861342967,-39.32258606,557,1,0.028571429
31.32976341,8.208218575,558,2,0.857142857
-15.5853548,40.09802628,559,0,0.885714286
-18.21689415,-5.613307953,560,1,0.085714286
8.295262337,25.07265663,561,1,0.6
-13.89634323,-1.981498241,562,1,0.228571429
6.069223881,-13.51025009,563,2,0.057142857
-23.63846207,-30.58586693,564,1,0.057142857
23.57402992,-15.26587963,565,2,0.028571429
-12.43947983,8.438966751,566,0,0.114285714
4.479887962,-39.07891464,567,1,0.028571429
-28.53203583,13.67063904,568,2,0.142857143
50.49095535,3.543003559,569,2,0.771428571
-12.19098949,34.51371765,570,0,1
7.405697823,22.59296417,571,1,0.657142857
-27.48968697,13.0773592,572,2,0.114285714
-26.97882462,-3.995235443,573,2,0.028571429
6.983465672,6.494206905,574,1,0.028571429
-22.53074265,3.024279118,575,2,0.057142857
1.52187717,-40.1325531,576,1,0.028571429
-10.89117146,-2.628159046,577,1,0.257142857
10.18453979,-11.90461731,578,2,0.028571429
17.87956047,-15.4807539,579,2,0.028571429
-16.00769424,-19.9313488,580,1,0.028571429
49.6126442,2.74764967,581,2,0.742857143
-10.72877312,32.97721863,582,0,1
13.49925995,29.75108147,583,1,0.914285714
5.324557781,-14.93971539,584,2,0.057142857
-23.63846207,-30.58586693,585,1,0.057142857
23.9026432,-16.82376671,586,2,0.028571429
-28.77336121,13.36163235,587,2,0.142857143
3.87980175,-37.52701569,588,1,0.028571429
50.49096298,3.542998075,589,2,0.771428571
-12.23884392,33.0163002,590,0,1
10.2339592,32.78873825,591,1,0.914285714
6.419970512,-15.58101654,592,2,0.057142857
-24.16998482,-29.95083427,593,1,0.057142857
25.11109924,-15.93204784,594,2,0.028571429
1.522706985,-39.62565994,595,1,0.028571429
30.7046051,28.03188896,596,2,0.057142857
31.38642502,8.09851265,597,2,0.857142857
-13.81488991,33.38936996,598,0,1
8.50166893,25.00546265,599,1,0.657142857
-13.91306114,-2.001318216,600,1,0.257142857
-30.78744888,-5.988157272,601,2,0.028571429
-12.31942081,-17.75093079,602,1,0.028571429
7.171196938,6.381224155,603,1,0.028571429
11.96497345,-10.83658886,604,2,0.028571429
24.9632225,-15.61252689,605,2,0.028571429
29.86260223,28.32459068,606,2,0.057142857
2.987992764,-40.74987411,607,1,0.028571429
31.75463867,8.760540009,608,2,0.857142857
-11.83309269,32.7944603,609,0,1
10.26978302,32.9613533,610,1,0.914285714
-31.45653152,-6.86506319,611,2,0.028571429
8.029587746,-15.30951691,612,2,0.028571429
-23.59229088,-29.3917675,613,1,0.057142857
24.15772438,-15.1274662,614,2,0.028571429
0.459441394,-36.55836487,615,1,0.028571429
30.05413055,27.94178581,616,2,0.057142857
31.53673553,7.963471413,617,2,0.857142857
